,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000064,CORAZON PATRIOTA,,100.000,12,12,21,00000064.jpg,0.849,0.779,10/10/2022,16:51 h, 100.0000,110703
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,12,12,288,00000063.jpg,11.641,10.682,10/10/2022,16:51 h, 100.0000,110703
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,12,12,784,00000061.jpg,31.690,29.080,10/10/2022,16:51 h, 100.0000,110703
3,00000062,JUNIN RENACE,,100.000,12,12,10,00000062.jpg,0.404,0.371,10/10/2022,16:51 h, 100.0000,110703
4,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,12,12,347,00000060.jpg,14.026,12.871,10/10/2022,16:51 h, 100.0000,110703
5,00000006,FUERZA POPULAR,,100.000,12,12,7,00000006.jpg,0.283,0.260,10/10/2022,16:51 h, 100.0000,110703
6,00000009,PODEMOS PERU,,100.000,12,12,94,00000009.jpg,3.800,3.487,10/10/2022,16:51 h, 100.0000,110703
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,12,12,144,00000004.jpg,5.821,5.341,10/10/2022,16:51 h, 100.0000,110703
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,12,12,772,00000008.jpg,31.205,28.635,10/10/2022,16:51 h, 100.0000,110703
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,12,12,7,00000002.jpg,0.283,0.260,10/10/2022,16:51 h, 100.0000,110703
