,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000043,CONTIGO CALLAO,,100.000,23,23,"1,848",00000043.jpg,44.509,39.521,10/10/2022,16:51 h, 100.0000,240103
1,00000044,SI SE PUEDE CALLAO,,100.000,23,23,27,00000044.jpg,0.650,0.577,10/10/2022,16:51 h, 100.0000,240103
2,00000045,POR TI CALLAO,,100.000,23,23,133,00000045.jpg,3.203,2.844,10/10/2022,16:51 h, 100.0000,240103
3,00000046,MOVIMIENTO REGIONAL SOMOS CALLAO,,100.000,23,23,274,00000046.jpg,6.599,5.860,10/10/2022,16:51 h, 100.0000,240103
4,00000041,FUERZA CALLAO SEGURO,,100.000,23,23,33,00000041.jpg,0.795,0.706,10/10/2022,16:51 h, 100.0000,240103
5,00000042,MOVIMIENTO REGIONAL VIVA EL CALLAO,,100.000,23,23,17,00000042.jpg,0.409,0.364,10/10/2022,16:51 h, 100.0000,240103
6,00000040,MOVIMIENTO REGIONAL MAS CALLAO,,100.000,23,23,241,00000040.jpg,5.804,5.154,10/10/2022,16:51 h, 100.0000,240103
7,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,23,23,46,00000011.jpg,1.108,0.984,10/10/2022,16:51 h, 100.0000,240103
8,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,23,23,9,00000141.jpg,0.217,0.192,10/10/2022,16:51 h, 100.0000,240103
9,00000005,JUNTOS POR EL PERU,,100.000,23,23,29,00000005.jpg,0.698,0.620,10/10/2022,16:51 h, 100.0000,240103
10,00000006,FUERZA POPULAR,,100.000,23,23,56,00000006.jpg,1.349,1.198,10/10/2022,16:51 h, 100.0000,240103
11,00000009,PODEMOS PERU,,100.000,23,23,732,00000009.jpg,17.630,15.654,10/10/2022,16:51 h, 100.0000,240103
12,00000003,RENOVACION POPULAR,,100.000,23,23,351,00000003.jpg,8.454,7.506,10/10/2022,16:51 h, 100.0000,240103
13,00000004,ALIANZA PARA EL PROGRESO,,100.000,23,23,31,00000004.jpg,0.747,0.663,10/10/2022,16:51 h, 100.0000,240103
14,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,23,23,141,00000007.jpg,3.396,3.015,10/10/2022,16:51 h, 100.0000,240103
15,00000010,PARTIDO MORADO,,100.000,23,23,77,00000010.jpg,1.855,1.647,10/10/2022,16:51 h, 100.0000,240103
16,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,23,23,107,00000002.jpg,2.577,2.288,10/10/2022,16:51 h, 100.0000,240103
