,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000064,CORAZON PATRIOTA,,100.000,55,55,130,00000064.jpg,1.212,1.036,10/10/2022,10:52 h, 100.0000,110133
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,55,55,185,00000063.jpg,1.724,1.474,10/10/2022,10:52 h, 100.0000,110133
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,55,55,"3,891",00000061.jpg,36.266,31.002,10/10/2022,10:52 h, 100.0000,110133
3,00000062,JUNIN RENACE,,100.000,55,55,"2,521",00000062.jpg,23.497,20.086,10/10/2022,10:52 h, 100.0000,110133
4,00000065,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.000,55,55,87,00000065.jpg,0.811,0.693,10/10/2022,10:52 h, 100.0000,110133
5,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,55,55,"1,187",00000060.jpg,11.063,9.457,10/10/2022,10:52 h, 100.0000,110133
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,55,55,245,00000011.jpg,2.284,1.952,10/10/2022,10:52 h, 100.0000,110133
7,00000005,JUNTOS POR EL PERU,,100.000,55,55,40,00000005.jpg,0.373,0.319,10/10/2022,10:52 h, 100.0000,110133
8,00000001,ACCION POPULAR,,100.000,55,55,742,00000001.jpg,6.916,5.912,10/10/2022,10:52 h, 100.0000,110133
9,00000003,RENOVACION POPULAR,,100.000,55,55,345,00000003.jpg,3.216,2.749,10/10/2022,10:52 h, 100.0000,110133
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,55,55,378,00000004.jpg,3.523,3.012,10/10/2022,10:52 h, 100.0000,110133
11,00000010,PARTIDO MORADO,,100.000,55,55,87,00000010.jpg,0.811,0.693,10/10/2022,10:52 h, 100.0000,110133
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,55,55,891,00000008.jpg,8.305,7.099,10/10/2022,10:52 h, 100.0000,110133
