,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000071,MOVIMIENTO VERDE UNIDO,,100.000,97,97,47,00000071.jpg,0.233,0.200,06/10/2022,17:50 h, 100.0000,130106
1,00000070,MOVIMIENTO REGIONAL CONSTRUYENDO,,100.000,97,97,183,00000070.jpg,0.906,0.777,06/10/2022,17:50 h, 100.0000,130106
2,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,97,97,123,00000011.jpg,0.609,0.522,06/10/2022,17:50 h, 100.0000,130106
3,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,97,97,35,00000141.jpg,0.173,0.149,06/10/2022,17:50 h, 100.0000,130106
4,00000005,JUNTOS POR EL PERU,,100.000,97,97,"2,322",00000005.jpg,11.498,9.863,06/10/2022,17:50 h, 100.0000,130106
5,00000006,FUERZA POPULAR,,100.000,97,97,"1,270",00000006.jpg,6.289,5.394,06/10/2022,17:50 h, 100.0000,130106
6,00000001,ACCION POPULAR,,100.000,97,97,"5,473",00000001.jpg,27.102,23.247,06/10/2022,17:50 h, 100.0000,130106
7,00000003,RENOVACION POPULAR,,100.000,97,97,129,00000003.jpg,0.639,0.548,06/10/2022,17:50 h, 100.0000,130106
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,97,97,"1,099",00000004.jpg,5.442,4.668,06/10/2022,17:50 h, 100.0000,130106
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,97,97,"1,761",00000007.jpg,8.720,7.480,06/10/2022,17:50 h, 100.0000,130106
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,97,97,"3,823",00000008.jpg,18.931,16.238,06/10/2022,17:50 h, 100.0000,130106
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,97,97,"3,929",00000002.jpg,19.456,16.689,06/10/2022,17:50 h, 100.0000,130106
