,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000053,MOVIMIENTO POLITICO CAMBIEMOS X HCO,,100.000,18,18,92,00000053.jpg,2.953,2.534,10/10/2022,16:51 h, 100.0000,091101
1,00000054,MOVIMIENTO INDEPENDIENTE REGIONAL MI BUEN VECINO,,100.000,18,18,251,00000054.jpg,8.058,6.915,10/10/2022,16:51 h, 100.0000,091101
2,00000057,MOVIMIENTO INDEPENDIENTE REGIONAL HUANUCO PRIMERO,,100.000,18,18,"1,398",00000057.jpg,44.880,38.512,10/10/2022,16:51 h, 100.0000,091101
3,00000056,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,,100.000,18,18,166,00000056.jpg,5.329,4.573,10/10/2022,16:51 h, 100.0000,091101
4,00000005,JUNTOS POR EL PERU,,100.000,18,18,366,00000005.jpg,11.750,10.083,10/10/2022,16:51 h, 100.0000,091101
5,00000001,ACCION POPULAR,,100.000,18,18,56,00000001.jpg,1.798,1.543,10/10/2022,16:51 h, 100.0000,091101
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,18,18,707,00000004.jpg,22.697,19.477,10/10/2022,16:51 h, 100.0000,091101
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,18,18,60,00000007.jpg,1.926,1.653,10/10/2022,16:51 h, 100.0000,091101
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,18,18,12,00000008.jpg,0.385,0.331,10/10/2022,16:51 h, 100.0000,091101
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,18,18,7,00000002.jpg,0.225,0.193,10/10/2022,16:51 h, 100.0000,091101
