,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000059,UNO POR ICA,,100.000,14,14,618,00000059.jpg,19.210,17.841,10/10/2022,10:52 h, 100.0000,100208
1,00000058,MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD,,100.000,14,14,699,00000058.jpg,21.728,20.179,10/10/2022,10:52 h, 100.0000,100208
2,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,14,14,46,00000011.jpg,1.430,1.328,10/10/2022,10:52 h, 100.0000,100208
3,00000005,JUNTOS POR EL PERU,,100.000,14,14,60,00000005.jpg,1.865,1.732,10/10/2022,10:52 h, 100.0000,100208
4,00000006,FUERZA POPULAR,,100.000,14,14,14,00000006.jpg,0.435,0.404,10/10/2022,10:52 h, 100.0000,100208
5,00000001,ACCION POPULAR,,100.000,14,14,25,00000001.jpg,0.777,0.722,10/10/2022,10:52 h, 100.0000,100208
6,00000009,PODEMOS PERU,,100.000,14,14,19,00000009.jpg,0.591,0.548,10/10/2022,10:52 h, 100.0000,100208
7,00000003,RENOVACION POPULAR,,100.000,14,14,83,00000003.jpg,2.580,2.396,10/10/2022,10:52 h, 100.0000,100208
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,14,14,977,00000004.jpg,30.370,28.204,10/10/2022,10:52 h, 100.0000,100208
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,14,14,676,00000002.jpg,21.013,19.515,10/10/2022,10:52 h, 100.0000,100208
