,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000064,CORAZON PATRIOTA,,100.000,7,7,78,00000064.jpg,5.927,5.210,10/10/2022,16:51 h, 100.0000,110803
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,7,7,291,00000063.jpg,22.112,19.439,10/10/2022,16:51 h, 100.0000,110803
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,7,7,372,00000061.jpg,28.267,24.850,10/10/2022,16:51 h, 100.0000,110803
3,00000062,JUNIN RENACE,,100.000,7,7,50,00000062.jpg,3.799,3.340,10/10/2022,16:51 h, 100.0000,110803
4,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,7,7,33,00000060.jpg,2.508,2.204,10/10/2022,16:51 h, 100.0000,110803
5,00000009,PODEMOS PERU,,100.000,7,7,64,00000009.jpg,4.863,4.275,10/10/2022,16:51 h, 100.0000,110803
6,00000003,RENOVACION POPULAR,,100.000,7,7,13,00000003.jpg,0.988,0.868,10/10/2022,16:51 h, 100.0000,110803
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,7,7,72,00000004.jpg,5.471,4.810,10/10/2022,16:51 h, 100.0000,110803
8,00000010,PARTIDO MORADO,,100.000,7,7,17,00000010.jpg,1.292,1.136,10/10/2022,16:51 h, 100.0000,110803
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,7,7,326,00000008.jpg,24.772,21.777,10/10/2022,16:51 h, 100.0000,110803
