,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000064,CORAZON PATRIOTA,,100.000,29,29,36,00000064.jpg,0.649,0.574,10/10/2022,16:51 h, 100.0000,110120
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,29,29,160,00000063.jpg,2.886,2.550,10/10/2022,16:51 h, 100.0000,110120
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,29,29,"2,289",00000061.jpg,41.288,36.478,10/10/2022,16:51 h, 100.0000,110120
3,00000062,JUNIN RENACE,,100.000,29,29,262,00000062.jpg,4.726,4.175,10/10/2022,16:51 h, 100.0000,110120
4,00000065,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.000,29,29,32,00000065.jpg,0.577,0.510,10/10/2022,16:51 h, 100.0000,110120
5,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,29,29,"1,455",00000060.jpg,26.245,23.187,10/10/2022,16:51 h, 100.0000,110120
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,29,29,35,00000011.jpg,0.631,0.558,10/10/2022,16:51 h, 100.0000,110120
7,00000005,JUNTOS POR EL PERU,,100.000,29,29,22,00000005.jpg,0.397,0.351,10/10/2022,16:51 h, 100.0000,110120
8,00000001,ACCION POPULAR,,100.000,29,29,50,00000001.jpg,0.902,0.797,10/10/2022,16:51 h, 100.0000,110120
9,00000003,RENOVACION POPULAR,,100.000,29,29,69,00000003.jpg,1.245,1.100,10/10/2022,16:51 h, 100.0000,110120
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,29,29,896,00000004.jpg,16.162,14.279,10/10/2022,16:51 h, 100.0000,110120
11,00000010,PARTIDO MORADO,,100.000,29,29,27,00000010.jpg,0.487,0.430,10/10/2022,16:51 h, 100.0000,110120
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,29,29,211,00000008.jpg,3.806,3.363,10/10/2022,16:51 h, 100.0000,110120
