,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000028,YO AREQUIPA,,100.000,12,12,229,00000028.jpg,9.538,8.385,10/10/2022,10:52 h, 100.0000,040306
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,12,12,567,00000026.jpg,23.615,20.762,10/10/2022,10:52 h, 100.0000,040306
2,00000181,AREQUIPA RENACE,,100.000,12,12,241,00000181.jpg,10.037,8.825,10/10/2022,10:52 h, 100.0000,040306
3,00000029,FUERZA AREQUIPEÑA,,100.000,12,12,708,00000029.jpg,29.488,25.925,10/10/2022,10:52 h, 100.0000,040306
4,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,12,12,7,00000032.jpg,0.292,0.256,10/10/2022,10:52 h, 100.0000,040306
5,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,12,12,424,00000031.jpg,17.659,15.525,10/10/2022,10:52 h, 100.0000,040306
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,12,12,3,00000011.jpg,0.125,0.110,10/10/2022,10:52 h, 100.0000,040306
7,00000005,JUNTOS POR EL PERU,,100.000,12,12,16,00000005.jpg,0.666,0.586,10/10/2022,10:52 h, 100.0000,040306
8,00000001,ACCION POPULAR,,100.000,12,12,86,00000001.jpg,3.582,3.149,10/10/2022,10:52 h, 100.0000,040306
9,00000009,PODEMOS PERU,,100.000,12,12,5,00000009.jpg,0.208,0.183,10/10/2022,10:52 h, 100.0000,040306
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,12,12,40,00000008.jpg,1.666,1.465,10/10/2022,10:52 h, 100.0000,040306
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,12,12,75,00000002.jpg,3.124,2.746,10/10/2022,10:52 h, 100.0000,040306
