,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000064,CORAZON PATRIOTA,,100.000,3,3,2,00000064.jpg,0.501,0.423,10/10/2022,16:51 h, 100.0000,110119
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,3,3,0,00000063.jpg,0.000,0.000,10/10/2022,16:51 h, 100.0000,110119
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,3,3,254,00000061.jpg,63.659,53.700,10/10/2022,16:51 h, 100.0000,110119
3,00000062,JUNIN RENACE,,100.000,3,3,8,00000062.jpg,2.005,1.691,10/10/2022,16:51 h, 100.0000,110119
4,00000065,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.000,3,3,1,00000065.jpg,0.251,0.211,10/10/2022,16:51 h, 100.0000,110119
5,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,3,3,23,00000060.jpg,5.764,4.863,10/10/2022,16:51 h, 100.0000,110119
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,3,3,0,00000011.jpg,0.000,0.000,10/10/2022,16:51 h, 100.0000,110119
7,00000005,JUNTOS POR EL PERU,,100.000,3,3,0,00000005.jpg,0.000,0.000,10/10/2022,16:51 h, 100.0000,110119
8,00000001,ACCION POPULAR,,100.000,3,3,4,00000001.jpg,1.003,0.846,10/10/2022,16:51 h, 100.0000,110119
9,00000003,RENOVACION POPULAR,,100.000,3,3,0,00000003.jpg,0.000,0.000,10/10/2022,16:51 h, 100.0000,110119
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,3,3,6,00000004.jpg,1.504,1.268,10/10/2022,16:51 h, 100.0000,110119
11,00000010,PARTIDO MORADO,,100.000,3,3,0,00000010.jpg,0.000,0.000,10/10/2022,16:51 h, 100.0000,110119
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,3,3,101,00000008.jpg,25.313,21.353,10/10/2022,16:51 h, 100.0000,110119
