,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000020,MOVIMIENTO REGIONAL EL MAICITO,,100.000,7,7,588,00000020.jpg,41.940,35.919,10/10/2022,16:51 h, 100.0000,021905
1,00000019,SOCIOS POR ANCASH,,100.000,7,7,188,00000019.jpg,13.409,11.484,10/10/2022,16:51 h, 100.0000,021905
2,00000018,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.000,7,7,16,00000018.jpg,1.141,0.977,10/10/2022,16:51 h, 100.0000,021905
3,00000021,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.000,7,7,75,00000021.jpg,5.350,4.582,10/10/2022,16:51 h, 100.0000,021905
4,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,7,7,80,00000011.jpg,5.706,4.887,10/10/2022,16:51 h, 100.0000,021905
5,00000006,FUERZA POPULAR,,100.000,7,7,50,00000006.jpg,3.566,3.054,10/10/2022,16:51 h, 100.0000,021905
6,00000001,ACCION POPULAR,,100.000,7,7,11,00000001.jpg,0.785,0.672,10/10/2022,16:51 h, 100.0000,021905
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,7,7,352,00000004.jpg,25.107,21.503,10/10/2022,16:51 h, 100.0000,021905
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,7,7,24,00000007.jpg,1.712,1.466,10/10/2022,16:51 h, 100.0000,021905
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,7,7,18,00000008.jpg,1.284,1.100,10/10/2022,16:51 h, 100.0000,021905
