,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000064,CORAZON PATRIOTA,,100.000,99,99,656,00000064.jpg,3.449,3.031,06/10/2022,17:50 h, 100.0000,110701
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,99,99,"3,251",00000063.jpg,17.093,15.020,06/10/2022,17:50 h, 100.0000,110701
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,99,99,"2,651",00000061.jpg,13.938,12.248,06/10/2022,17:50 h, 100.0000,110701
3,00000062,JUNIN RENACE,,100.000,99,99,308,00000062.jpg,1.619,1.423,06/10/2022,17:50 h, 100.0000,110701
4,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,99,99,"6,484",00000060.jpg,34.090,29.956,06/10/2022,17:50 h, 100.0000,110701
5,00000006,FUERZA POPULAR,,100.000,99,99,392,00000006.jpg,2.061,1.811,06/10/2022,17:50 h, 100.0000,110701
6,00000009,PODEMOS PERU,,100.000,99,99,297,00000009.jpg,1.562,1.372,06/10/2022,17:50 h, 100.0000,110701
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,99,99,"3,085",00000004.jpg,16.220,14.253,06/10/2022,17:50 h, 100.0000,110701
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,99,99,"1,361",00000008.jpg,7.156,6.288,06/10/2022,17:50 h, 100.0000,110701
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,99,99,535,00000002.jpg,2.813,2.472,06/10/2022,17:50 h, 100.0000,110701
