,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000064,CORAZON PATRIOTA,,100.000,13,13,13,00000064.jpg,0.510,0.452,06/10/2022,17:50 h, 100.0000,110126
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,13,13,33,00000063.jpg,1.294,1.147,06/10/2022,17:50 h, 100.0000,110126
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,13,13,"1,018",00000061.jpg,39.906,35.396,06/10/2022,17:50 h, 100.0000,110126
3,00000062,JUNIN RENACE,,100.000,13,13,199,00000062.jpg,7.801,6.919,06/10/2022,17:50 h, 100.0000,110126
4,00000065,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.000,13,13,284,00000065.jpg,11.133,9.875,06/10/2022,17:50 h, 100.0000,110126
5,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,13,13,622,00000060.jpg,24.383,21.627,06/10/2022,17:50 h, 100.0000,110126
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,13,13,8,00000011.jpg,0.314,0.278,06/10/2022,17:50 h, 100.0000,110126
7,00000005,JUNTOS POR EL PERU,,100.000,13,13,22,00000005.jpg,0.862,0.765,06/10/2022,17:50 h, 100.0000,110126
8,00000001,ACCION POPULAR,,100.000,13,13,26,00000001.jpg,1.019,0.904,06/10/2022,17:50 h, 100.0000,110126
9,00000003,RENOVACION POPULAR,,100.000,13,13,2,00000003.jpg,0.078,0.070,06/10/2022,17:50 h, 100.0000,110126
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,13,13,147,00000004.jpg,5.762,5.111,06/10/2022,17:50 h, 100.0000,110126
11,00000010,PARTIDO MORADO,,100.000,13,13,9,00000010.jpg,0.353,0.313,06/10/2022,17:50 h, 100.0000,110126
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,13,13,168,00000008.jpg,6.586,5.841,06/10/2022,17:50 h, 100.0000,110126
