,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000028,YO AREQUIPA,,100.000,13,13,180,00000028.jpg,6.553,5.869,10/10/2022,16:51 h, 100.0000,040302
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,13,13,164,00000026.jpg,5.970,5.347,10/10/2022,16:51 h, 100.0000,040302
2,00000181,AREQUIPA RENACE,,100.000,13,13,676,00000181.jpg,24.609,22.041,10/10/2022,16:51 h, 100.0000,040302
3,00000029,FUERZA AREQUIPEÑA,,100.000,13,13,"1,060",00000029.jpg,38.588,34.561,10/10/2022,16:51 h, 100.0000,040302
4,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,13,13,8,00000032.jpg,0.291,0.261,10/10/2022,16:51 h, 100.0000,040302
5,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,13,13,297,00000031.jpg,10.812,9.684,10/10/2022,16:51 h, 100.0000,040302
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,13,13,12,00000011.jpg,0.437,0.391,10/10/2022,16:51 h, 100.0000,040302
7,00000005,JUNTOS POR EL PERU,,100.000,13,13,23,00000005.jpg,0.837,0.750,10/10/2022,16:51 h, 100.0000,040302
8,00000001,ACCION POPULAR,,100.000,13,13,202,00000001.jpg,7.353,6.586,10/10/2022,16:51 h, 100.0000,040302
9,00000009,PODEMOS PERU,,100.000,13,13,6,00000009.jpg,0.218,0.196,10/10/2022,16:51 h, 100.0000,040302
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,13,13,27,00000008.jpg,0.983,0.880,10/10/2022,16:51 h, 100.0000,040302
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,13,13,92,00000002.jpg,3.349,3.000,10/10/2022,16:51 h, 100.0000,040302
